,sentence,target_hr,fpr,dprime,acc,avg_cosine_dist_broad_gpt2-medium_layer-23,avg_cosine_dist_broad_electra,pcfg_surp_sum,sum_surp_ngram,avg_cosine_dist_broad_glove,avg_cosine_dist_broad_sbert,avg_cosine_dist_broad_bert-large-cased_layer-9,mean_mem,avg_cosine_dist_broad_use,avg_log_freq,sum_surp,condition
173,"Arrogant, sometimes ruthless people, but still.",0.5897435897435898,0.0952380952380952,0.4945054945054945,0.7530864197530864,0.0267067601467101,0.3789714169908076,98.849854,24.05432510375977,0.2110454128880632,0.6698782017827337,0.0328413947682399,0.7346411788839365,0.93502563,5.055016058708626,12.15741244951884,low
174,"As Lieutenant Spock would say, fascinating.",0.71875,0.0571428571428571,0.6616071428571428,0.835820895522388,0.0341889052578478,0.2808880855419042,126.53723,24.39947664737701,0.2043119035622832,0.6003142919450263,0.0351556007447383,0.7926633228314302,0.94586396,2.912182719261373,15.317854404449465,high
175,As continental masses of the past.,0.3636363636363636,0.0,0.3636363636363636,0.7162162162162162,0.0336725432691038,0.3569310769682574,104.93686,17.35353446006775,0.1948006661122331,0.6437041849675056,0.0326527463127917,0.7582577925227098,0.97452086,4.875734465357144,10.287595907847086,mid
176,As for the real deal: taxes.,0.7878787878787878,0.0277777777777777,0.76010101010101,0.8840579710144928,0.0359650523656522,0.3149551826301957,86.01444000000001,16.651287138462067,0.1787801417384185,0.7110676143322351,0.0321452277758214,0.766502957339045,0.94621634,6.794871563809489,9.45048701763153,fmri
177,As if that would impress anyone.,0.5428571428571428,0.1351351351351351,0.4077220077220077,0.7083333333333334,0.024670087191447,0.298985299995082,78.98068,19.11625659465789,0.1472316407594603,0.5881397718306969,0.0291542513025274,0.7485919847279036,0.9275967,6.795514599184149,7.370003382364909,fmri
178,As opposed to being more spiritual.,0.4347826086956521,0.0384615384615384,0.3963210702341136,0.7142857142857143,0.0290470603771251,0.279233101740689,93.07641,14.858723433324483,0.1729008758251838,0.6169245312257141,0.0352981377561773,0.7339499744501784,0.93732715,5.867237149241617,7.664595327960948,low
179,As with ectopic division and apoptosis.,0.6333333333333333,0.0277777777777777,0.6055555555555555,0.8181818181818182,0.0437719900581512,0.4112596930284553,114.09572,22.151010423898697,0.277866854541904,0.692808067833304,0.0418060862697764,0.7760555402212775,0.98644704,3.8181165727367374,11.991410380229354,fmri
180,Asked her question and did nothing.,0.2727272727272727,0.0,0.2727272727272727,0.6619718309859155,0.0318511291406276,0.2718098354545769,88.41998,18.63988959789276,0.1521603082079726,0.66646954632842,0.0266706443183813,0.7601601058506141,0.93037283,7.1044371236863,8.554705063501993,fmri
181,"At least three, maybe four kids.",0.7333333333333333,0.064516129032258,0.6688172043010752,0.8360655737704918,0.0320513396534524,0.3329873814793036,96.4367,17.88892638683319,0.2027928877275755,0.7260844665508756,0.0295493108028215,0.7616426333613296,0.94767493,4.508010836149254,8.821512778600058,fmri
182,"At the ""Guardian"" newspaper in London.",0.775,0.0227272727272727,0.7522727272727273,0.8809523809523809,0.0429551710735223,0.3137796401757898,106.63037,13.053756713867188,0.2393957104505744,0.7917734006902162,0.0269598424183897,0.7922710009598881,0.96472937,4.792645149843891,11.291901965936026,high
183,"Atmosphere: Small BYO, upscale and unique.",0.8846153846153846,0.0606060606060606,0.824009324009324,0.9152542372881356,0.0474854751423767,0.4644200565087646,115.75003,22.21549171209336,0.3136154757230798,0.6736793727396104,0.0317167662537342,0.76094123631536,0.98954475,2.450500603710448,15.855711857477823,mid
184,"Aw, Tommy, c'mon, it ain't that.",0.6363636363636364,0.0,0.6363636363636364,0.8285714285714286,0.0344247714712879,0.3852165937924966,119.51525,29.86256747692824,0.2345935163673899,0.5827666423527417,0.0350269482351635,0.8135800002718774,0.8926728,0.6255603007786409,12.996484170357386,high
185,"Aw, c'mon -- anybody can get hungry.",0.7272727272727273,0.0285714285714285,0.6987012987012987,0.8529411764705882,0.0332060544688704,0.3631351110266082,113.0035,27.746048748493195,0.2472450755519319,0.670355422581652,0.0315670601557123,0.7967699333435442,0.893687,3.156861298242301,15.487108257909616,high
186,"Aw, c'mon, it's just a bug.",0.7058823529411765,0.0555555555555555,0.6503267973856209,0.8285714285714286,0.0314302745796987,0.3517589390669094,100.42794,26.551450073719025,0.2772061752257982,0.6176203843315257,0.0348018392242828,0.8012987195007916,0.89022243,1.6158915743997848,10.797181077301502,high
187,"Aw, it's gotta be a typo.",0.8181818181818182,0.0,0.8181818181818182,0.9154929577464788,0.0274517532374997,0.3284782875644145,119.59835,24.035853385925293,0.2682391871690135,0.5779786669956172,0.0340259740399212,0.7885981207625864,0.8761486,2.764036682329588,9.993135929107666,high
188,Baby broccoli grows on old plants.,0.8,0.0333333333333333,0.7666666666666667,0.8909090909090909,0.0392212990762323,0.3439449251638342,77.68839,25.0290744304657,0.2909757413169221,0.8378411548986419,0.037208703331578,0.8064094498375677,0.9569367,4.470144519595751,11.672218441963196,high
189,"Back to your cage, little bird.",0.84,0.037037037037037,0.8029629629629629,0.903846153846154,0.0401300209164318,0.3769689312966406,94.67179,21.586861729621887,0.1861986283835535,0.766824753842229,0.0318452783035013,0.7713977319775748,0.93879,6.751386133503233,10.800256371498108,fmri
190,Back with more right after this.,0.4358974358974359,0.05,0.3858974358974359,0.6962025316455697,0.0294298058379841,0.3592287663394036,75.88484,18.159109950065613,0.1436753773310632,0.5558968500702569,0.0263196840567069,0.7663608817448911,0.9251621,7.851315496172607,8.725053350130716,fmri
191,Balenciaga is her favorite European designer.,0.875,0.1071428571428571,0.7678571428571429,0.8846153846153846,0.0402437935178348,0.2854041484532612,80.74827,26.15220713615417,0.2495936427705234,0.7408677172954237,0.0331566556604103,0.786664341488669,0.9921088,2.4956534641886656,13.56900724178801,fmri
192,"Bandits, rustlers, Texas rednecks, Kiowa, Comanche.",0.9166666666666666,0.032258064516129,0.8844086021505376,0.9454545454545454,0.0327328924864433,0.4181967399422845,134.85367,30.88699781894684,0.7220658784435768,0.810152945367179,0.0386364806381277,0.8299565635240563,0.9644848,-1.898052961727792,18.65817582323992,high
193,"Barak shrugged, hefting a boar spear.",0.65625,0.054054054054054,0.6021959459459459,0.8115942028985508,0.0451368257297662,0.2638353637001482,108.25543,25.853304982185364,0.4491062112499003,0.8436606840893534,0.0431682167433332,0.795475563575816,0.94928396,0.3486432391915286,16.609673738479614,high
194,Barbara Bush got rid of Sununu.,0.8648648648648649,0.0238095238095238,0.8410553410553411,0.9240506329113924,0.0381284801538323,0.3065421924328048,72.510368,22.898496825248003,0.2534046137146852,0.6414282303577482,0.034867024126389,0.7823620621071933,0.9387503,2.729276569731549,15.501663456360498,high
195,"Barbara Church, and a silver mine.",0.7037037037037037,0.0625,0.6412037037037037,0.8305084745762712,0.0280488593291852,0.3013219440322931,90.64174,18.60383713245392,0.2061745878054541,0.7762359253527272,0.0266788355428196,0.7808804451014452,0.9470633,4.790192220688217,12.354793469111124,high
196,Barbara indicated the gleaming silver pots.,0.6785714285714286,0.032258064516129,0.6463133640552996,0.8305084745762712,0.0373436010879532,0.3460747211792096,92.24951,25.14180886745453,0.2840046741520203,0.7743785534839793,0.0335674599717814,0.782433434573324,0.94624585,2.023671696439413,14.884705106417336,high
197,"Barbara meyers, Marriage, old dogs, retirement.",0.7407407407407407,0.0666666666666666,0.674074074074074,0.8421052631578947,0.037791375048222,0.3196490333296706,119.53287,26.269502997398376,0.323105312397509,0.7649297412542745,0.0341027666377373,0.8198987403997107,0.9689847,1.506182285210077,15.942676146825155,high
198,Barbara was bleeding and in pain.,0.6923076923076923,0.1,0.5923076923076923,0.8035714285714286,0.0350825961826031,0.2869115390361483,77.65014000000001,18.766984820365906,0.2019682717710915,0.712139880027073,0.0320950808960375,0.7801885528105666,0.93575144,5.232376523823949,10.469825903574623,high
199,Bare concrete floor met unpainted drywall.,0.6896551724137931,0.0,0.6896551724137931,0.8524590163934426,0.0518272001378022,0.4224930387328285,103.86326,31.93202114105225,0.4547909326104186,0.7484261538164388,0.0490669755755007,0.7703398109854751,0.96848756,1.4846055729699137,14.375799417495728,fmri
200,"Barnard Thomas, manager of the hotel.",0.71875,0.1081081081081081,0.6106418918918919,0.8115942028985508,0.0536442048437053,0.4027298701035272,84.99606,19.921482741832733,0.276241272566937,0.7195357849566205,0.0251003683922327,0.764865796501626,0.9885407,3.3579855502139644,13.455941796302795,mid
201,Basic usage of the date class.,0.4,0.0512820512820512,0.3487179487179487,0.7101449275362319,0.0623237410414096,0.3208135719779355,86.59435,21.284024119377136,0.2279378914895843,0.6723452874751865,0.0313247923349996,0.7602438603327007,0.9953371,5.239481964877344,9.29394523302714,mid
202,Bayliss is not keen on seafood.,0.5277777777777778,0.0256410256410256,0.5021367521367521,0.76,0.0374021536886566,0.2637934097773133,76.35855,19.67294144630432,0.2105773237176551,0.7086439514940522,0.0332241328900744,0.7581092442187974,0.9591352,4.14016217293102,11.952144811550776,mid
203,"Be forward, I heard Finn say.",0.5357142857142857,0.03125,0.5044642857142857,0.7666666666666667,0.0408955545532268,0.2489764125260486,96.10848,26.31093168258667,0.1610903311535643,0.6035866731511521,0.02888662632418,0.7564413958680136,0.9146031,3.0793771057094816,14.220158656438192,mid
204,Be prepared for various weather conditions.,0.5476190476190477,0.0666666666666666,0.480952380952381,0.7471264367816092,0.0404210905397463,0.3435912059132148,84.95724,16.270884573459625,0.233252939304376,0.6554839371324329,0.0316873649641232,0.7259999599904196,0.985649,4.889515215061381,7.737516760826111,fmri
205,"Beast restaurant, london havwoods wood flooring.",0.4782608695652174,0.0,0.4782608695652174,0.76,0.0521579482614754,0.4073524455974036,114.25713,22.8719003200531,0.3885621642289761,0.8466252557034873,0.0413770179489662,0.7841075635153496,0.99179137,0.2781049841584326,19.698559602101643,high
206,Beat in egg and vanilla extract.,0.7777777777777778,0.0,0.7777777777777778,0.8983050847457628,0.0615170798678858,0.2921896320642302,92.9764,20.558913379907608,0.2958270173635209,0.7554722780338389,0.0325080152655214,0.7964552570717395,0.9717658,4.881549786124135,10.5175621509552,high
207,"Beautiful and cute card, fabulous colouring.",0.5714285714285714,0.075,0.4964285714285714,0.76,0.0501366022283021,0.3193398665572972,111.81999,27.5929456949234,0.3070249076054059,0.6797279942183294,0.0364488281973917,0.7817642179848954,0.96605563,4.364571767633552,12.90261713663737,high
208,Beautiful photos of a beautiful couple!,0.7741935483870968,0.0606060606060606,0.7135874877810362,0.859375,0.0363675636999799,0.3165904252313977,94.22276,21.116469860076904,0.2325856055953492,0.7120903838352131,0.0392779390665445,0.7574468326135126,0.97235394,6.491536235832946,8.236457347869873,mid
209,Because I couldn't work it out.,0.3478260869565217,0.09375,0.2540760869565217,0.6727272727272727,0.0244207670935788,0.2545199595213331,58.25513,14.06772106839344,0.1351828543104119,0.6061957471379513,0.0285433434754292,0.7505950168129091,0.8941448,3.9901622503379577,7.216598292967926,fmri
210,Because Jamie can't make a commitment.,0.6,0.0333333333333333,0.5666666666666667,0.8,0.030411568283655,0.2176616053825056,74.47631,21.75583010911941,0.1858836891366298,0.656534051545439,0.0315358782765214,0.7592351941362309,0.9253007,3.114915122973366,11.384056210517883,mid
211,Because that would be too easy.,0.3870967741935484,0.0909090909090909,0.2961876832844574,0.65625,0.0242145232744271,0.2422150463475847,55.512640000000005,12.54018372297287,0.1383718410232668,0.6085730935772988,0.0264770056225442,0.7362326442388203,0.9109069,7.578523887964032,5.837170859177907,low
212,Because there were four separate items.,0.3783783783783784,0.1,0.2783783783783784,0.6493506493506493,0.0287558186443805,0.2616133837055294,64.52512,14.08462220430374,0.1843338277981059,0.6921337122325741,0.0293004710174777,0.7331249974396763,0.95614463,5.549800275654818,8.600612243016561,low
213,Because they have already earned enough.,0.3611111111111111,0.0930232558139534,0.2680878552971576,0.6582278481012658,0.0252547700092994,0.227904510306637,69.45512,14.808932423591614,0.1606279428183733,0.5779106384681353,0.029268025685303,0.7418463886611479,0.92876005,6.4236946249194,7.341352224349976,low
214,Because this could mark their comeback.,0.3214285714285714,0.0344827586206896,0.2869458128078818,0.6491228070175439,0.0313799986276755,0.3235995694198876,70.56321,18.11695897579193,0.1537989084018849,0.5624028830775335,0.0284131955817433,0.7575627489699936,0.9186352,4.522135630319245,9.191925843556724,mid
215,Because we're almost out of time.,0.34375,0.073170731707317,0.2705792682926829,0.6712328767123288,0.0270257856745151,0.3169903888768768,67.48145,16.388921663165092,0.1372592356304087,0.57820738312707,0.0275409979264023,0.7410017464224473,0.9186795,5.587504331292089,6.93254179507494,low
216,Because you have credit card debt.,0.7142857142857143,0.0512820512820512,0.663003663003663,0.8378378378378378,0.032505833942198,0.3135779098040893,71.94281,19.922611951828003,0.2214458978037601,0.7016778491256916,0.0369190948869673,0.7570752079304078,0.9442132,6.21191871538018,7.449142853418986,mid
217,Because... I didn't think I would?,0.5,0.0714285714285714,0.4285714285714286,0.7222222222222222,0.036959993079583,0.4223063297418017,88.01383,12.094539638608694,0.1861644057038049,0.5779307265293151,0.0343398168847659,0.7720081351129497,0.9036313,1.7692745272463923,6.322756377359231,fmri
218,"Become someone successful, or even famous.",0.4705882352941176,0.0,0.4705882352941176,0.7428571428571429,0.0379867331077942,0.3659728800947127,93.6222,25.229756116867065,0.1762423296667748,0.6135461117172956,0.0279336687776675,0.7375345083436745,0.9550227,5.314405678338088,10.802663326263428,fmri
219,"Before that, he had no records.",0.4210526315789473,0.0444444444444444,0.3766081871345029,0.7108433734939759,0.0297332565609374,0.2531051712887944,67.21612,13.777622699737549,0.1566101312145812,0.665871351645545,0.0268159674360956,0.7600729930769163,0.94507545,5.397736895407888,8.495500882466635,fmri
220,"Besides, he had to get away.",0.5151515151515151,0.1428571428571428,0.3722943722943723,0.7066666666666667,0.029659897810807,0.2638893544600775,60.12163,14.355666041374208,0.1340680966635221,0.6175425872002241,0.0272820911202292,0.7397345897510643,0.8916051,6.2510959887195705,8.60514239470164,low
221,"Besides, it would be terribly unsafe.",0.2413793103448276,0.0606060606060606,0.180773249738767,0.6129032258064516,0.027108137675351,0.2557150756580666,65.91235,20.273880183696747,0.1792947646401069,0.6361141132836621,0.029442193609738,0.7345075206979154,0.9304505,4.273875590799412,9.27807786067327,fmri
222,"Besides, you might even learn something.",0.6111111111111112,0.1578947368421052,0.4532163742690059,0.7297297297297297,0.0309615338577828,0.2736040185308133,75.39201,20.408694744110107,0.1592392507741742,0.611587707222858,0.0272191842010201,0.7407054829244869,0.923252,5.306814055276925,9.22968602180481,low
223,Better having two choices than one.,0.5588235294117647,0.024390243902439,0.5344332855093257,0.7866666666666666,0.0264419081176207,0.2994682834267096,77.9905,22.947701573371887,0.1669569105157199,0.6405078938009173,0.0258266063699467,0.7291457583052886,0.9590988,6.0791478220995865,9.35238262017568,low
224,Better if I just show you.,0.5277777777777778,0.075,0.4527777777777778,0.7368421052631579,0.0296349449535738,0.2938943772349942,70.86363,19.93712556362152,0.1375291033190833,0.5592819049687479,0.0275807377485416,0.7384886978788336,0.91247004,6.0393496292494,8.431548039118448,low
225,Better than I'd ever felt before.,0.5454545454545454,0.131578947368421,0.4138755980861244,0.7183098591549296,0.028066264775278,0.3900760052873223,89.3441,14.773725390434263,0.1771462842252419,0.647651831854112,0.0302226395284281,0.7414177374374203,0.8991631,4.566250643919032,8.163546741008759,low
226,Better than knowing individuals any day.,0.4,0.0238095238095238,0.3761904761904762,0.6951219512195121,0.0276710885226534,0.3657412466436418,73.837121,22.773218989372253,0.17108047402354,0.6396106967818771,0.0299236305215906,0.7287246342162582,0.94205207,5.377133049853939,12.19821035861969,low
227,Between the minotaur and Eden's Sage.,0.7027027027027027,0.0256410256410256,0.6770616770616771,0.8421052631578947,0.0374443802520983,0.3348400204976786,102.74128,23.32452380657196,0.2428441337843035,0.6461030651689564,0.0433047809888425,0.7866412526753751,0.96275306,2.9489464812201915,13.389123727877935,high
228,Beyond the limits of the law.,0.375,0.0303030303030303,0.3446969696969697,0.676923076923077,0.0312497628453855,0.3268679773721322,66.36425,10.802098199725153,0.212702664680761,0.5940058867530118,0.0278576809760195,0.7549704603006825,0.9790129,6.738738296310358,5.72191147506237,fmri
229,"Big labor, small labor, me personally.",0.7878787878787878,0.054054054054054,0.7338247338247338,0.8714285714285714,0.0334731735055266,0.3717166897036633,105.87858,24.962062746286392,0.2141130472140721,0.6311738028375347,0.0298766662013591,0.7565379922402887,0.975826,4.847880262281892,12.336292823155722,mid
230,"Bill Tucker, thank you very much.",0.6206896551724138,0.0,0.6206896551724138,0.8225806451612904,0.0492114620250838,0.3310305799843908,80.23889,16.62378065288067,0.1786913579006812,0.638069199796194,0.0271411353945698,0.760900833121105,0.9335102,2.1517438964056947,9.993570861717066,mid
231,Black nail polish and guy liner.,0.8214285714285714,0.03125,0.7901785714285714,0.9,0.0391031238360829,0.3072262906754309,100.05474,23.7324138879776,0.2973823513210035,0.7903933079399231,0.0371429817988723,0.793128724682314,0.9674323,4.442696826447727,11.826100488503776,high
232,Blake let out a grating sigh.,0.6060606060606061,0.0,0.6060606060606061,0.8169014084507042,0.0454472517207081,0.3030900684892656,94.54328,24.210929334163666,0.19960582344275,0.6354564303462812,0.0305053064118166,0.7651227075844207,0.89387625,1.7349060871766095,11.229999005794523,mid
233,Blood oozes up between his lips.,0.84,0.0,0.84,0.9183673469387756,0.0375089843308111,0.2723669917416991,84.85676000000001,23.80561208724976,0.2467032184449728,0.7464887037132037,0.0340751500074863,0.7856654957789786,0.9218883,4.681947786650315,10.023554230729738,high
234,Bobby Peru probably killed the most.,0.7804878048780488,0.0217391304347826,0.7587486744432662,0.8850574712643678,0.0337096922343038,0.3136124711623434,78.50046999999999,23.50985741615296,0.1944721560519557,0.666206252990209,0.0354858037336564,0.7792114682184912,0.9155506,3.272380253266056,13.090407729148865,high
235,"Boon Jin, you are the man!!!",0.8333333333333334,0.0,0.8333333333333334,0.9193548387096774,0.0496972786555762,0.4184808424371363,130.82864,22.6551730632782,0.1857685197338894,0.6334672674548499,0.0366354106987887,0.7671355636329729,0.9300476,4.86453744588183,12.686197916666666,fmri
236,Both Tina and Vicky are excellent.,0.52,0.0769230769230769,0.4430769230769231,0.7254901960784313,0.0406719098950122,0.2517109133787946,82.78832,23.398257970809937,0.2017163005828645,0.6661849171969396,0.0385785372658614,0.7666854808464444,0.97450984,3.3148576394852665,11.946027636528015,fmri
237,Both companies will sell the software.,0.7575757575757576,0.0294117647058823,0.7281639928698752,0.8656716417910447,0.048404915804982,0.2309409031684579,66.85961999999999,18.593537151813507,0.1982079021275372,0.7304979508077089,0.0307495745243948,0.7401528963517046,0.97721785,5.454740189638357,8.610074281692505,low
238,"Both mentally and physically, you're attracted.",0.925,0.0465116279069767,0.8784883720930233,0.9397590361445785,0.0444897903037734,0.2528431881233703,98.4331,19.871199768036604,0.2919519242077247,0.6205607997301269,0.0302255927993494,0.7214878834765212,0.9428993,2.952266001397289,9.722435946265856,fmri
239,Both sides are reporting heavy losses.,0.75,0.1470588235294117,0.6029411764705882,0.803030303030303,0.0416360960222091,0.2481222362809546,76.02577,17.78867882490158,0.238422524850004,0.6921137493031292,0.0324136254522272,0.7288315827063041,0.96529967,4.146824411735151,8.323944648106893,low
240,"Both wearing white, untucked, long-sleeved shirts.",0.6896551724137931,0.0,0.6896551724137931,0.847457627118644,0.034340946469715,0.4249827316943542,120.51329,19.246095061302185,0.4512022711490003,0.7421570418953469,0.0328741366769412,0.7869049745716733,0.951197,1.7885367759581765,11.723939854962133,fmri
241,Bourbon Street ain't ever this dark.,0.8181818181818182,0.0,0.8181818181818182,0.9117647058823528,0.0294543017588383,0.2828083944841359,84.43904,25.20762899518013,0.2432688142858469,0.6834812287662736,0.0376257106003225,0.7808627276770516,0.91155064,3.825321871978124,13.243968380615115,high
242,Box opened to take photos only.,0.4642857142857143,0.0357142857142857,0.4285714285714286,0.7142857142857143,0.0324736658111966,0.3739154665488431,82.90494,22.253103256225582,0.1735700810368802,0.7178719605479299,0.0338854163734927,0.7603168477446595,0.9746334,5.928761194878368,10.065072218577066,mid
243,"Boy, I'm taking a deep breath.",0.5,0.0769230769230769,0.4230769230769231,0.7115384615384616,0.0311088090135008,0.3473302545581876,97.47385,19.171265721321102,0.2294728077022937,0.6494920185523011,0.0265212391344148,0.7663406660904233,0.8960899,4.317966640862419,9.203277657429377,fmri
244,"Boy, sweetie, this is weird, okay.",0.7428571428571429,0.0526315789473684,0.6902255639097745,0.8493150684931506,0.043547175780365,0.3166227743498385,116.45472,26.904945135116577,0.2201122958695182,0.581223067134272,0.0317451771970721,0.7995204832901441,0.8970351,4.841366338696182,11.366635998090109,high
245,"Breaking news tonight, live, Philadelphia suburbs.",0.6956521739130435,0.0,0.6956521739130435,0.851063829787234,0.0474388804288775,0.4148263891843924,113.16739,24.001587986946102,0.3236819219231408,0.7804252553252695,0.0345455680853841,0.7915558582925103,0.9564197,2.942518934287713,15.644167507688204,high
246,Brian Friel; edited by Peter Fallon.,0.7105263157894737,0.024390243902439,0.6861360718870346,0.8481012658227848,0.0691405514512421,0.3246000924078361,105.05069,22.35577416419983,0.4320822279674735,0.6070714696823803,0.0325808431530191,0.8197042395156044,0.97032934,-1.3803003342530815,14.3522642031312,high
247,Bright lights shining in my eyes.,0.7209302325581395,0.2045454545454545,0.5163847780126849,0.7586206896551724,0.0292778687400355,0.2759334613543746,87.74086,16.04781585931778,0.2589098510199248,0.7021712267161582,0.0294989248275339,0.7611468244927803,0.9473665,5.586297197085197,8.469303369522095,fmri
248,"Bright, bold, textured and extremely innovative.",0.6551724137931034,0.125,0.5301724137931034,0.7704918032786885,0.0332925147573025,0.4355668155274578,107.78724,27.83376610279084,0.3237737807335005,0.6593965702488066,0.0302933333100778,0.738734782028339,0.98867345,2.798143102245963,12.978102366129557,low
249,Broad or complex understanding of health.,0.3333333333333333,0.0285714285714285,0.3047619047619047,0.676923076923077,0.0328499184980613,0.3300108148704275,94.2603,21.89989823102951,0.2453797838915069,0.6391116065383441,0.0324708461698782,0.7397120983339108,1.0037999,4.807400711609541,9.924029697974524,low
250,Brownstones are back to being barren.,0.6363636363636364,0.025,0.6113636363636363,0.821917808219178,0.0344473414852375,0.2506825528545849,73.69036,25.18515306711197,0.1994467535164735,0.6497364426741807,0.0275849992580952,0.7586891356732269,0.92502534,4.99177686906004,12.673089663187662,mid
251,Bullets began to snap past him.,0.65625,0.0,0.65625,0.8428571428571429,0.035836605331753,0.2711823737248974,80.13289,22.25044786930084,0.1917335088870966,0.7381506321811006,0.0342427314994241,0.75040876393201,0.92175496,5.368813630202683,10.002821962038675,fmri
252,Burnett continued staring right at her.,0.4137931034482758,0.0333333333333333,0.3804597701149425,0.6949152542372882,0.0451650028228101,0.2460185582020377,86.66557,25.111153602600098,0.2145743552363397,0.7187309704224771,0.0848140136277382,0.7649272817662544,0.9029401,4.257719321555082,12.72790652513504,mid
253,"Business in Silverburn Shopping Centre, Glasgow.",0.5833333333333334,0.1111111111111111,0.4722222222222222,0.7450980392156863,0.0516524904364569,0.4182567157663962,106.63609,17.38810884952545,0.3801287406102009,0.7978863658730723,0.0395792313129688,0.7873166341827433,0.98630244,2.138091327142149,15.371391862630844,fmri
254,But Daniel was not so lucky.,0.68,0.2068965517241379,0.4731034482758621,0.7407407407407407,0.0359534277715619,0.2557242090910203,60.7238,15.369649767875671,0.1493421478937547,0.6038317557535821,0.0396291206703795,0.760078061173895,0.93707734,5.839933099411066,8.945609251658121,mid
255,But I do love Emily Dickinson.,0.7435897435897436,0.0232558139534883,0.7203339296362552,0.8658536585365854,0.0399857377543149,0.3571875929582297,78.14379,15.133732318878174,0.1880176131033724,0.6488404823920942,0.0460134204225691,0.7874947194028706,0.9395664,2.0659511108781103,13.363935947418211,high
256,But I forced myself to breathe.,0.4827586206896552,0.1290322580645161,0.353726362625139,0.6833333333333333,0.033664416162256,0.2508281539639977,69.73185,19.244427740573883,0.164939899508413,0.6371501140106764,0.0302484533298984,0.7331902856769447,0.9188082,4.583981112632087,8.75681359320879,low
257,But I had already designed it.,0.4390243902439024,0.0217391304347826,0.4172852598091198,0.7241379310344828,0.0260505410562874,0.2478843113404685,56.65281,15.409665822982788,0.1396674626294511,0.6052156256040262,0.0319107425001809,0.739850491698462,0.9596611,5.063305341027292,7.772854526837666,low
258,But I knowingly abuse their confidence.,0.4761904761904761,0.0,0.4761904761904761,0.7659574468085106,0.0302863003668548,0.2346215604970586,77.54347,23.694875240325928,0.1866073827138923,0.5518909852880278,0.0299760555307526,0.7439401091659547,0.93819773,2.657936778052362,12.140111446380615,fmri
259,But I may be incredibly ill-advised.,0.3333333333333333,0.0869565217391304,0.2463768115942028,0.6363636363636364,0.0282204111022555,0.3228844080714986,65.42482000000001,21.335768282413483,0.1674629831109411,0.5743029782751029,0.0329950799839689,0.7430551523939769,0.92620045,3.0058955879513967,10.351972452723809,fmri
260,"But I'm a patriot, my dear.",0.7878787878787878,0.075,0.7128787878787879,0.863013698630137,0.03977942717232,0.3336460914381248,91.75993,18.46123021841049,0.2043806330631283,0.5976134198375805,0.0361089825251063,0.7850302256761689,0.9122697,4.932161359616628,10.588440815607706,high
261,But Jade was shaking her head.,0.7142857142857143,0.1,0.6142857142857143,0.8133333333333334,0.0434611046906285,0.242104890052379,70.92418,20.840193271636963,0.1927777587235573,0.6070935838500527,0.0333877690137375,0.7649328235256205,0.9065516,4.924147494659622,9.25814805428187,mid
262,But Jasmine and Sheridan didn't smoke.,0.7142857142857143,0.0689655172413793,0.645320197044335,0.8245614035087719,0.0426030575057826,0.2429464815765258,72.887225,25.077777717262503,0.2550956849337176,0.7179611771982304,0.0426618154212028,0.7929264869272101,0.94003695,1.7233893961425717,12.703796235999713,high
263,But Nick would not let go.,0.4864864864864865,0.075,0.4114864864864865,0.7142857142857143,0.0344132283932807,0.2399502103000272,75.56981,16.287292897701263,0.1451129172476261,0.6217743060201978,0.0410203481634334,0.7630204305937629,0.92317057,4.147750277036497,9.04668927192688,mid
264,But Superman isn't an average man.,0.7777777777777778,0.0,0.7777777777777778,0.8983050847457628,0.044045017954061,0.245774337490503,67.52679,21.69614678248763,0.2059191208412414,0.7074256385888381,0.0377173860055588,0.788026568775958,0.9338354,3.072147116038335,10.51014873480502,high
265,"But don't think it's over, Abby.",0.5161290322580645,0.088235294117647,0.4278937381404174,0.7230769230769231,0.0381696212674758,0.350213206096624,82.2083,19.51959111727774,0.2568574207173427,0.5884671066481624,0.0335731901676346,0.7899397523571943,0.90993357,1.9571571338936784,11.163242588673407,high
266,But everything is also getting better.,0.6,0.1470588235294117,0.4529411764705882,0.734375,0.0293286955759,0.2827814913647746,56.929,15.685479879379272,0.1394880618892463,0.6313713722928471,0.0276916517202198,0.7404795863308667,0.933663,7.029125338124935,7.696703314781189,low
267,"But for now, enjoy the footage.",0.6842105263157895,0.1025641025641025,0.581646423751687,0.7922077922077922,0.0371105566102897,0.2698479517677275,79.17393,17.207291841506958,0.1531485499047507,0.6270671508904556,0.0320075942420884,0.7572690033121665,0.9464904,7.02047540466275,8.491974949836731,mid
268,But give it to me again.,0.1612903225806451,0.054054054054054,0.1072362685265911,0.5882352941176471,0.0300055084725381,0.2414210307967613,61.65651,12.238256573677065,0.1371341580443871,0.5673044009341203,0.0266792726093296,0.739040852643956,0.93585646,8.52317441136812,6.515911877155304,low
269,"But he had a dog, yeah?",0.625,0.0238095238095238,0.6011904761904762,0.8048780487804879,0.0299092818254248,0.2936159506135826,84.67072999999999,16.844098329544067,0.1488112397433444,0.7281824786728105,0.0353638506407954,0.7719229974467781,0.88363856,6.005350422731573,9.336750229199728,fmri
270,But he was still shaking slightly.,0.5517241379310345,0.15625,0.3954741379310345,0.7049180327868853,0.0347221959497744,0.2330450034583064,55.23709,16.1452779173851,0.1708409414694302,0.6213740282159046,0.0264025518747305,0.73536405702434,0.90479136,6.27072892228096,8.245640834172567,low
